ip,association_id,allocation_id
3.1.246.32,eipassoc-04eb56669309e4fb8,eipalloc-09d199a5027efda92
54.151.169.209,,eipalloc-07f0447908244ee44
54.254.16.187,,eipalloc-0973913d0689e43c2
13.228.111.207,eipassoc-37b068fa,eipalloc-a94a5b93
13.228.155.8,eipassoc-4a12ca2c,eipalloc-2a9b8b4f
13.250.150.79,eipassoc-b0d02b4c,eipalloc-0f765f35
13.250.195.47,eipassoc-d9886f14,eipalloc-e6775edc
13.250.243.232,eipassoc-563cca9b,eipalloc-4ba38b71
13.251.146.14,eipassoc-144af2e8,eipalloc-33485909
13.251.202.178,eipassoc-08328c9d81e2ad8b1,eipalloc-011bdad65d784190c
18.136.7.57,eipassoc-05c8429d94c7f0b68,eipalloc-0e212406a35980d02
18.138.55.104,eipassoc-03d73aedf3f540a44,eipalloc-01926d5699f8c9006
18.139.165.32,eipassoc-0fd82a6396bd1ce21,eipalloc-074ee5402a151cf01
18.139.244.30,eipassoc-0fdb5fac4109db316,eipalloc-0bb2428ac1964489d
18.139.247.216,eipassoc-0523ceaec6e33447a,eipalloc-061f8e935e73c9a5d
18.139.60.244,eipassoc-0f7a4edcfc9dc43f0,eipalloc-0a1bfded1a90c0b41
3.0.138.58,,eipalloc-0b177a5620655ef09
52.220.171.199,eipassoc-0f7f4fec993c62566,eipalloc-0eea6ec9c0fa0f277
52.221.19.245,eipassoc-d31fc7b5,eipalloc-0f99896a
52.221.51.205,eipassoc-a08f7e6d,eipalloc-e2330ed8
52.74.137.179,eipassoc-361aceca,eipalloc-0a330e30
52.74.18.181,,eipalloc-026b2730df2230ff8
54.151.141.136,eipassoc-073854fbf418e7bbb,eipalloc-0a488546604297e50
54.151.252.47,eipassoc-02d37aebeb10b7aae,eipalloc-029e495ccf19a7e28
54.179.103.43,eipassoc-079bfeebc7bfcaf61,eipalloc-064f55d6d7fda982d
54.179.70.14,,eipalloc-0963a60eade580054
54.179.83.81,,eipalloc-02610b53829342629
54.251.213.25,eipassoc-0c9f88a245bc0a2a9,eipalloc-0d4b6618ce05921fd
54.254.193.238,eipassoc-08392080273bcb232,eipalloc-0bd6cdba01ac6d3f6
54.254.47.246,eipassoc-02ac3d26584b6b5df,eipalloc-0a7874c37c13e8cbb
54.254.93.185,,eipalloc-023fa6260b6aaae4d
54.255.106.207,,eipalloc-0fc31b6faaed8aef3
13.250.200.41,eipassoc-d98ab002,eipalloc-039c0af1ce4199d7a
13.251.203.100,eipassoc-4c10b481,eipalloc-0d9c94900d3e65949
13.251.87.33,eipassoc-c7f33c0a,eipalloc-0a1f64000d3b62a81
18.136.39.47,eipassoc-b55add49,eipalloc-092adf97a89086daf
18.136.54.201,eipassoc-4e5addb2,eipalloc-0d4a8fce09838cb3f
52.74.98.52,eipassoc-ef3d9113,eipalloc-057527929575653a0
13.250.225.30,eipassoc-6221809e,eipalloc-058f8da23526447ae
13.250.69.40,eipassoc-b12de17c,eipalloc-009c19395339ecc5b
13.251.55.14,eipassoc-ff5ffe03,eipalloc-0c053f4eba4838937
13.251.76.237,eipassoc-5bcbf180,eipalloc-0a8e7c73159e50d11
13.251.85.245,eipassoc-977ebe5a,eipalloc-06d15a3f29dee1baa
13.251.86.247,eipassoc-bb369b47,eipalloc-00f5209cb5b96e68b
13.251.56.62,eipassoc-85e64379,eipalloc-0af26ad435afc51f3
13.251.73.87,eipassoc-1af9c1c1,eipalloc-0510d3fa9ea879209
13.251.92.166,eipassoc-4322e68e,eipalloc-070149ec24973f7ef
13.251.93.95,eipassoc-093566749f715b9cd,eipalloc-08dc7c19cc7f5ea53
13.213.142.46,eipassoc-0bd60d7a0d4e261a8,eipalloc-0f7e01c662a2883fb
13.251.218.33,eipassoc-03f7b8f8d6c26eade,eipalloc-04a54e8b57e32af7c
18.136.30.16,eipassoc-036c2a960110a485b,eipalloc-018acaa7a6e7e3fb9
18.138.67.36,eipassoc-0eb39e55997ca80bf,eipalloc-064898ce80ef1767a
3.0.252.254,eipassoc-030f99321c6efb23a,eipalloc-0e197192f166a70af
52.221.129.236,eipassoc-04a1db7b94a0d657a,eipalloc-050ded2e217280f63
52.221.150.115,eipassoc-0a69d766e90449820,eipalloc-05e82806a55ed11d5
54.254.78.238,eipassoc-01a48a979bd0509ec,eipalloc-08be555161f739e13
18.136.175.183,eipassoc-c55ad739,eipalloc-018e504b36aecf4cc
52.220.28.213,eipassoc-0f0d61af7b3a055e3,eipalloc-02b4d1f22e1663ad5
13.251.30.152,eipassoc-b07dd07d,eipalloc-0a85c28f321eb66d3
18.136.74.79,eipassoc-c4f67938,eipalloc-0bf45c802a5e7a92c
52.220.147.230,,eipalloc-00a726e70104b0a7d
52.77.139.253,,eipalloc-0b287063b8b95e64f
3.1.21.243,eipassoc-c168c70c,eipalloc-0849baa1f3e3f00f6
52.220.221.134,eipassoc-ea870816,eipalloc-05e14cff0d17a6844
13.251.57.178,eipassoc-148807e8,eipalloc-04e455d1152c782d3
18.140.100.41,eipassoc-f268f50e,eipalloc-0b9020be1cfa5d0e3
18.140.134.195,,eipalloc-042f541aff6d96be6
52.77.161.49,,eipalloc-0f0af863ecca834c8
18.138.108.84,eipassoc-72d34e8e,eipalloc-06bb416e2a30b06bf
18.139.11.63,eipassoc-c532a439,eipalloc-07f09c0f1228d4b2e
18.138.214.98,eipassoc-352197f8,eipalloc-06b3467f550e4fd01
18.139.97.102,eipassoc-5e2c9a93,eipalloc-0fa9a38af207d3b2a
18.139.141.56,eipassoc-0d2302dab52555e12,eipalloc-04d08c5bbaf87e24d
3.0.231.182,eipassoc-de53b504,eipalloc-0120115d956a26aae
3.1.129.137,eipassoc-047bb6280ba157256,eipalloc-0f1ea750191ccceb7
52.74.186.17,,eipalloc-005b018e4a2feec51
52.76.89.161,eipassoc-a2adcd5e,eipalloc-01079776bf7d3fabf
52.77.200.136,eipassoc-32a524ff,eipalloc-084bd77766fa82174
18.136.68.249,eipassoc-bbbf0b76,eipalloc-097bc8653ca925c7a
18.139.104.145,,eipalloc-0fda3bc33b5f337d1
18.139.42.93,,eipalloc-055e76f9e293e1493
54.169.163.236,eipassoc-243bacd8,eipalloc-01a5544e922b49c01
18.136.80.245,,eipalloc-0b2ecec682ed866db
18.138.219.148,,eipalloc-05ebd6bdbd7890877
18.138.97.4,,eipalloc-0f74bd9e07a928c3f
3.1.134.83,eipassoc-015ef5cc,eipalloc-096851da1887cb191
52.77.37.111,eipassoc-ed801511,eipalloc-0fcd27db0c0d108f9
18.138.23.123,eipassoc-ed239120,eipalloc-051a47bcc69bd1a46
18.139.141.82,eipassoc-8bb82477,eipalloc-03ab239504c2cc35d
18.141.79.214,,eipalloc-06a6bea2bcef7ee8d
52.221.39.232,,eipalloc-0f878385698b2d682
18.139.48.254,,eipalloc-04f2388266b11edae
18.139.92.106,eipassoc-bccfde67,eipalloc-0fa0fcc30f1ff3d01
18.139.184.84,eipassoc-359103c9,eipalloc-0de1c0ec7d16b29c9
3.1.190.56,eipassoc-96ea796a,eipalloc-0db5cea4c1afd7768
52.220.106.120,eipassoc-875bea4a,eipalloc-092450a956311c766
54.169.15.60,eipassoc-395eeef4,eipalloc-06f74f6fcba76791f
13.228.43.208,eipassoc-051f0fe40004f3f7b,eipalloc-0e25c531542c22509
13.228.86.149,eipassoc-ea58df27,eipalloc-0c0b109d58faea40b
18.138.45.4,eipassoc-15b157cf,eipalloc-064a2ecb025dca194
18.139.107.168,eipassoc-afbadb53,eipalloc-09951343f1ca9c35d
52.77.171.208,eipassoc-0100f839199a0c2ff,eipalloc-04e6cbb09a9540b50
13.228.217.7,eipassoc-c1d14d3d,eipalloc-017c3a6e8c64c23ac
18.138.161.84,eipassoc-010f3a6e4722986df,eipalloc-0a8e8917cf3c35714
18.139.195.55,eipassoc-e72f323c,eipalloc-0d9e9dd7899b86259
18.140.169.17,eipassoc-08585e67b85a8da8b,eipalloc-0595aade5b8088470
3.0.196.152,eipassoc-ec75c721,eipalloc-0519d057697f95bba
52.76.30.23,eipassoc-0d0a0b4b04d492e24,eipalloc-0adc5c4a4cc48df7e
18.138.131.235,eipassoc-9f71ef63,eipalloc-00eadcb5abc125ed9
18.138.80.53,eipassoc-51e45b9c,eipalloc-0919fc26116d954a7
18.140.211.136,eipassoc-ea8c9331,eipalloc-0a31b81a140b2d376
18.139.143.20,eipassoc-589c8183,eipalloc-0033783ae00d332aa
18.140.132.5,eipassoc-deac3022,eipalloc-0feae3333b5419c69
46.51.222.164,eipassoc-9417a559,eipalloc-0cf6a3cdecf2571a2
175.41.131.231,eipassoc-03c0a315d8cb2a537,eipalloc-089fd10db820a52de
18.139.122.183,eipassoc-09c3914208ece5d61,eipalloc-0b444aa0c6f6c7e74
52.76.246.191,eipassoc-0b87695e8e173cf33,eipalloc-085662fdc9f4f6c1c
54.254.109.58,eipassoc-04b04bc78945195d5,eipalloc-0260fc544b345477f
54.254.25.133,eipassoc-0be68a315d56780f6,eipalloc-027524132ee898194
122.248.195.141,eipassoc-03e9f4f3c24ea979a,eipalloc-04dc7cd93a2d593ae
18.140.226.24,eipassoc-071d2e97c03093722,eipalloc-0b295e7e3a9e4ea5f
46.137.244.55,eipassoc-05c16501bf1a06017,eipalloc-02e76103b561a867a
54.251.196.130,eipassoc-093320bd62ade79a6,eipalloc-0ccd1d31ee492992d
54.254.38.50,eipassoc-0485ba21f3db047b8,eipalloc-014a2a761af93c866
13.228.1.235,eipassoc-d056372c,eipalloc-0fa03d830c0dc7bef
13.228.119.211,,eipalloc-09dcf972e03ac4afb
13.228.249.51,eipassoc-e06a8e3a,eipalloc-0e05a5d8ea84ddc46
13.229.159.46,eipassoc-149410d9,eipalloc-0094e497d40126271
13.251.238.164,,eipalloc-0da0977849161e92e
18.140.184.150,eipassoc-446402b8,eipalloc-0f8f7135dcfb68550
18.141.88.205,,eipalloc-01dcb0889d806b9b1
52.220.75.67,eipassoc-01dd5acc,eipalloc-0e7f7ce581e9058d2
52.74.132.1,eipassoc-a65bbc7c,eipalloc-056178b2ecf2eed34
52.74.80.220,eipassoc-73f377be,eipalloc-06573ff1662c577e5
122.248.229.245,eipassoc-0cbc690b3a088d479,eipalloc-0265d4c6b13d55057
18.136.245.213,eipassoc-07fac606187fe9b4a,eipalloc-03d2b22887e9f7f0f
18.140.225.64,eipassoc-0481a7ecf7d31cfc1,eipalloc-09b8c02bf30ee0b0a
54.179.65.8,eipassoc-0e634ba6b66b9bbdc,eipalloc-09511eed7a8489054
54.251.109.98,eipassoc-06580f177a386f54b,eipalloc-0c8ee5132a91af65b
54.251.119.253,eipassoc-073c8784ea2709e82,eipalloc-09e6ba3ccac8a99a7
54.254.38.100,,eipalloc-09028150354a89aeb
13.229.185.163,eipassoc-04cee2bec3a438cc6,eipalloc-0d267d37
13.250.175.220,eipassoc-ab949e61,eipalloc-318bd30b
13.250.180.5,eipassoc-bdb65a41,eipalloc-ca89d1f0
54.169.28.219,eipassoc-eff1c534,eipalloc-998ad2a3
13.229.5.139,eipassoc-45ac4988,eipalloc-43f8d779
13.250.145.139,eipassoc-9302fc6f,eipalloc-19f7d823
13.250.250.69,eipassoc-52586889,eipalloc-77f5da4d
13.251.17.134,eipassoc-0b481b3c811a92bad,eipalloc-03944da90d21e1423
52.77.202.66,eipassoc-0393f86637b66d47e,eipalloc-0d15ef7148a32126e
13.228.147.18,eipassoc-f84aa7c5,eipalloc-69e7a753
13.228.198.162,eipassoc-49da70b5,eipalloc-a07b749a
13.228.39.240,eipassoc-012c2166,eipalloc-aaf1c3cf
13.229.0.155,eipassoc-c1f4c11a,eipalloc-28aef312
13.250.205.137,eipassoc-2039c7dc,eipalloc-4b103f71
52.220.140.15,eipassoc-20ad8c47,eipalloc-d01a47b5
52.220.98.87,eipassoc-684c020c,eipalloc-e8e7778d
52.221.105.221,eipassoc-ba52cddd,eipalloc-09d2846c
52.221.150.157,eipassoc-8d121fea,eipalloc-97f6c4f2
52.221.35.74,eipassoc-d93799be,eipalloc-84b6f6e1
52.221.40.178,eipassoc-1a36987d,eipalloc-6aacec0f
52.74.182.30,eipassoc-a65831c2,eipalloc-6aca430f
52.77.56.65,eipassoc-a066d4c6,eipalloc-0ccbd269
52.77.8.59,eipassoc-e3df4787,eipalloc-24800d41
13.228.105.112,eipassoc-de718f22,eipalloc-32cde208
13.228.228.221,,eipalloc-0bdbd431
13.250.245.110,eipassoc-9f5d6d44,eipalloc-2ccce316
13.250.250.14,eipassoc-74b154b9,eipalloc-3dcde207
13.251.188.226,eipassoc-b98e0f45,eipalloc-e4dec7de
3.0.107.244,,eipalloc-0661550a650a97722
54.254.195.109,,eipalloc-059fe8a6fe69f57bd
13.228.119.226,,eipalloc-08ce04f125243e5e7
13.250.247.253,eipassoc-d06e902c,eipalloc-87cee1bd
13.250.249.177,eipassoc-385c6ce3,eipalloc-86cee1bc
13.250.252.190,eipassoc-39b257f4,eipalloc-81cee1bb
13.251.19.176,eipassoc-0aa19fe168eb44ebd,eipalloc-025046d57557b0450
18.136.241.77,eipassoc-0ef7c1a20ecdaef17,eipalloc-07477a0df8bf615b3
18.136.72.16,eipassoc-0e80c0d303f2d0cb1,eipalloc-0416e9fdb6b0f702c
13.229.31.34,eipassoc-e819bb25,eipalloc-0eb62550ac072416e
13.251.134.180,eipassoc-d95fd325,eipalloc-064d85bb0c59f2284
52.74.251.4,eipassoc-f9ddd122,eipalloc-0183fb4d69cd5bca8
13.229.29.183,eipassoc-12d5ddc9,eipalloc-0bcec556f70ecb50a
3.1.1.175,eipassoc-101c94ec,eipalloc-0097d9a12856e807f
52.221.84.39,eipassoc-37c76efa,eipalloc-0cca39f7f182ac468
13.251.163.47,eipassoc-6017b5ad,eipalloc-0c2b551538bd81718
18.136.149.237,eipassoc-25cfc3fe,eipalloc-08dbb9c9bd0103975
52.221.83.110,eipassoc-2543cfd9,eipalloc-0684a579de628d427
3.0.242.244,eipassoc-c81e9634,eipalloc-09addf0e982f61e1a
3.1.1.237,eipassoc-35d871f8,eipalloc-076586deb070c9777
3.1.78.211,eipassoc-5dd1d986,eipalloc-02d350c97503f4d26
18.136.26.198,eipassoc-983db364,eipalloc-0b01058099dd01297
3.0.154.41,eipassoc-2d8b85f6,eipalloc-02d535f30a77a3007
52.74.41.174,eipassoc-e0b9162d,eipalloc-00af5b6e26a46b174
13.213.149.82,eipassoc-020caeedbbb46bf67,eipalloc-06fcc12c71c480414
13.228.7.78,eipassoc-02c4a2c37762c934e,eipalloc-016ba07c01b7b9f47
13.250.245.220,eipassoc-0cfad73b5c927b4a0,eipalloc-01d0b2e22213b2922
13.251.108.69,eipassoc-0b923fc6,eipalloc-093dd7c12cac43ed6
13.251.53.240,,eipalloc-01e59d458ce746305
18.136.117.32,eipassoc-17de51eb,eipalloc-043d3ced3e7eda685
18.136.9.155,eipassoc-134649c8,eipalloc-0952cc7149d220855
18.139.131.26,eipassoc-0c376a9127679a761,eipalloc-0c5042e214a906d50
18.139.185.78,eipassoc-094637c86fbefd0f2,eipalloc-00f96fde656a74c37
52.74.145.87,eipassoc-6f1bfcb5,eipalloc-0214a615a10a8253b
54.251.193.62,eipassoc-0a5cddd71fd22381f,eipalloc-04404c29eb8debf37
18.140.105.111,eipassoc-2c9e7cf6,eipalloc-01167ae524ae30bd9
3.0.120.78,eipassoc-2121a2ec,eipalloc-05f726250427e493a
52.74.191.95,eipassoc-de036f22,eipalloc-0a0c147b1e3ac1572
13.251.188.197,eipassoc-799578a3,eipalloc-01b8a28a9e21c2373
18.139.196.173,eipassoc-0ebf19be369fc65a6,eipalloc-0caeb76e47613e0f6
52.74.202.108,eipassoc-da147b26,eipalloc-01621077e57ae13c0
52.76.165.67,eipassoc-9520a258,eipalloc-0ccc62fae32ccf637
18.136.255.239,eipassoc-0288ea114dad0fde2,eipalloc-076123924a4c8fc1f
18.140.129.199,eipassoc-0d32e85d1c8162bd2,eipalloc-0cbc8fe9bb913dc45
52.77.179.169,eipassoc-081dbdb1031cfe5eb,eipalloc-0a0bdb6c73815b267
54.179.27.219,eipassoc-0ec7fd28fa518f55d,eipalloc-006452c94c58521e0
54.151.241.46,eipassoc-0167c133d9eecf85c,eipalloc-0de1d266bbe2d1777
54.255.32.122,,eipalloc-0e47b383b8fa77d08
54.254.19.42,eipassoc-0e23e2014caceaf94,eipalloc-038d1c68591228361
175.41.157.249,eipassoc-04b64c99bcc8a70c8,eipalloc-07ee01835821c3935
13.251.33.131,eipassoc-0507c6fd57b76e530,eipalloc-0ade0971ff94868d2
18.136.69.41,eipassoc-057488f20edd3d2b6,eipalloc-012c01518ddbcea41
18.141.106.62,eipassoc-08a9a9c11791023fd,eipalloc-0293fd3c6b159b41c
52.221.86.172,eipassoc-0f6bd281dddd0e687,eipalloc-0c2c5665282e9817a
54.169.153.204,eipassoc-030cd68ea7a8fa4ab,eipalloc-0ea957bd93b1f2302
54.255.26.121,eipassoc-0987b1f0ead2fc615,eipalloc-0ef4e0b31e008a201
3.1.7.60,eipassoc-0c8cc4305c0a776e8,eipalloc-04df64e611c20a5f1
54.251.129.29,eipassoc-04a9c2f65eb5db38c,eipalloc-044ab024f0b96bb36
54.254.233.143,eipassoc-07e182f51a154bc6c,eipalloc-021a3041b4193c5d9
122.248.227.147,eipassoc-03aff15940a19e5fe,eipalloc-0cc8638a215ec76d3
18.136.75.129,eipassoc-035b7ed7eaf6bf46d,eipalloc-03b261f7a4946257c
18.138.121.184,eipassoc-0d90e94f71be7a2f3,eipalloc-041467f024287b330
18.141.69.96,eipassoc-0b561e79343efadfa,eipalloc-0efdda1e72e940fc4
3.0.46.24,eipassoc-0464656ffff9ef6bf,eipalloc-048194943274e0028
54.255.83.0,eipassoc-0e3a49b7cab961d95,eipalloc-080f3761d912b44e3
3.0.155.16,eipassoc-0cd8ef14f0eeaaeda,eipalloc-09bf519d8d627f856
3.0.3.214,eipassoc-0ef08918e3d22667e,eipalloc-0de41e7cc87a167a0
